area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XR2,Russia and Commonwealth of Independent States,tt1979320,Rush,2013,38000000,USD,3716882,USD
XKN,East Africa,tt1979320,Rush,2013,38000000,USD,6849,USD
XWW,World-wide,tt1234719,Red Dawn,2012,65000000,USD,50950296,USD
XNDOM,International,tt1234719,Red Dawn,2012,65000000,USD,6143513,USD
XR2,Russia and Commonwealth of Independent States,tt1234719,Red Dawn,2012,65000000,USD,684791,USD
XWW,World-wide,tt1735898,Snow White and the Huntsman,2012,170000000,USD,396592829,USD
XNDOM,International,tt1735898,Snow White and the Huntsman,2012,170000000,USD,241260448,USD
XR2,Russia and Commonwealth of Independent States,tt1735898,Snow White and the Huntsman,2012,170000000,USD,12822294,USD
XKN,East Africa,tt1735898,Snow White and the Huntsman,2012,170000000,USD,51079,USD
XWW,World-wide,tt1259521,The Cabin in the Woods,2011,30000000,USD,70055998,USD
XNDOM,International,tt1259521,The Cabin in the Woods,2011,30000000,USD,27982721,USD
XR2,Russia and Commonwealth of Independent States,tt1259521,The Cabin in the Woods,2011,30000000,USD,2330529,USD
XWW,World-wide,tt0800369,Thor,2011,150000000,USD,449326618,USD
XNDOM,International,tt0800369,Thor,2011,150000000,USD,268295994,USD
XR2,Russia and Commonwealth of Independent States,tt0800369,Thor,2011,150000000,USD,16543455,USD
XKN,East Africa,tt0800369,Thor,2011,150000000,USD,50606,USD
XWW,World-wide,tt1106860,Ca$h,2010,7000000,USD,46488,USD
XWW,World-wide,tt0971209,A Perfect Getaway,2009,14000000,USD,22955544,USD
XNDOM,International,tt0971209,A Perfect Getaway,2009,14000000,USD,7440084,USD
XR2,Russia and Commonwealth of Independent States,tt0971209,A Perfect Getaway,2009,14000000,USD,1258317,USD
XWW,World-wide,tt0796366,Star Trek,2009,150000000,USD,385680446,USD
XNDOM,International,tt0796366,Star Trek,2009,150000000,USD,127950427,USD
XR2,Russia and Commonwealth of Independent States,tt0796366,Star Trek,2009,150000000,USD,4122486,USD
XC4,Central America,tt0796366,Star Trek,2009,150000000,USD,53814,USD
XKN,East Africa,tt0796366,Star Trek,2009,150000000,USD,24501,USD
XWW,World-wide,tt3835612,Holy Hell,2015,0,NULL,34366,USD
XWW,World-wide,tt11286314,Don't Look Up,2021,0,NULL,791863,USD
XNDOM,International,tt11286314,Don't Look Up,2021,0,NULL,791863,USD
XWW,World-wide,tt6264654,Free Guy,2021,120000000,USD,331526598,USD
XNDOM,International,tt6264654,Free Guy,2021,120000000,USD,209900000,USD
XR2,Russia and Commonwealth of Independent States,tt6264654,Free Guy,2021,120000000,USD,11175662,USD
XWW,World-wide,tt8946378,Knives Out,2019,40000000,USD,311605581,USD
XNDOM,International,tt8946378,Knives Out,2019,40000000,USD,146242347,USD
XR2,Russia and Commonwealth of Independent States,tt8946378,Knives Out,2019,40000000,USD,5469041,USD
XWW,World-wide,tt4154664,Captain Marvel,2019,160000000,USD,1128462972,USD
XNDOM,International,tt4154664,Captain Marvel,2019,160000000,USD,701633133,USD
XR2,Russia and Commonwealth of Independent States,tt4154664,Captain Marvel,2019,160000000,USD,20127342,USD
XWW,World-wide,tt4481414,Gifted,2017,7000000,USD,43069254,USD
XNDOM,International,tt4481414,Gifted,2017,7000000,USD,18268042,USD
XR2,Russia and Commonwealth of Independent States,tt4481414,Gifted,2017,7000000,USD,77586,USD
XWW,World-wide,tt0478970,Ant-Man,2015,130000000,USD,519311965,USD
XNDOM,International,tt0478970,Ant-Man,2015,130000000,USD,339109802,USD
XR2,Russia and Commonwealth of Independent States,tt0478970,Ant-Man,2015,130000000,USD,11500000,USD
XNDOM,International,tt2139555,Playing It Cool,2014,0,NULL,1323415,USD
XWW,World-wide,tt2139555,Playing It Cool,2014,0,NULL,1323415,USD
XWW,World-wide,tt0443465,Before We Go,2014,0,NULL,462875,USD
XNDOM,International,tt0443465,Before We Go,2014,0,NULL,425724,USD
XWW,World-wide,tt1843866,Captain America: The Winter Soldier,2014,170000000,USD,714421503,USD
XNDOM,International,tt1843866,Captain America: The Winter Soldier,2014,170000000,USD,454654931,USD
XR2,Russia and Commonwealth of Independent States,tt1843866,Captain America: The Winter Soldier,2014,170000000,USD,14948380,USD
XKN,East Africa,tt1843866,Captain America: The Winter Soldier,2014,170000000,USD,164529,USD
XWW,World-wide,tt1706620,Snowpiercer,2013,39200000,USD,86758912,USD
XNDOM,International,tt1706620,Snowpiercer,2013,39200000,USD,82195262,USD
XR2,Russia and Commonwealth of Independent States,tt1706620,Snowpiercer,2013,39200000,USD,169569,USD
XWW,World-wide,tt1491044,The Iceman,2012,10000000,USD,4552970,USD
XNDOM,International,tt1491044,The Iceman,2012,10000000,USD,2583777,USD
XWW,World-wide,tt0770703,What's Your Number?,2011,20000000,USD,30426096,USD
XNDOM,International,tt0770703,What's Your Number?,2011,20000000,USD,16415012,USD
XR2,Russia and Commonwealth of Independent States,tt0770703,What's Your Number?,2011,20000000,USD,2062864,USD
XKN,East Africa,tt0770703,What's Your Number?,2011,20000000,USD,14387,USD
XWW,World-wide,tt0458339,Captain America: The First Avenger,2011,140000000,USD,370569774,USD
XNDOM,International,tt0458339,Captain America: The First Avenger,2011,140000000,USD,193915269,USD
XR2,Russia and Commonwealth of Independent States,tt0458339,Captain America: The First Avenger,2011,140000000,USD,8638710,USD
XKN,East Africa,tt0458339,Captain America: The First Avenger,2011,140000000,USD,41927,USD
XWW,World-wide,tt1582248,Puncture,2011,0,NULL,123700,USD
XNDOM,International,tt1582248,Puncture,2011,0,NULL,54755,USD
XWW,World-wide,tt0446029,Scott Pilgrim vs. the World,2010,60000000,USD,49421974,USD
XNDOM,International,tt0446029,Scott Pilgrim vs. the World,2010,60000000,USD,16140284,USD
XR2,Russia and Commonwealth of Independent States,tt0446029,Scott Pilgrim vs. the World,2010,60000000,USD,1094734,USD
XWW,World-wide,tt0480255,The Losers,2010,25000000,USD,29397654,USD
XNDOM,International,tt0480255,The Losers,2010,25000000,USD,5806222,USD
XR2,Russia and Commonwealth of Independent States,tt0480255,The Losers,2010,25000000,USD,496521,USD
XKN,East Africa,tt0480255,The Losers,2010,25000000,USD,8330,USD
XWW,World-wide,tt0465580,Push,2009,38000000,USD,48858618,USD
XNDOM,International,tt0465580,Push,2009,38000000,USD,17047091,USD
XR2,Russia and Commonwealth of Independent States,tt0465580,Push,2009,38000000,USD,647168,USD
XC4,Central America,tt0465580,Push,2009,38000000,USD,29324,USD
NA,NA,tt0896031,The Loss of a Teardrop Diamond,2008,6500000,USD,NA,NA
XWW,World-wide,tt0421073,Street Kings,2008,20000000,USD,66476363,USD
XNDOM,International,tt0421073,Street Kings,2008,20000000,USD,40057696,USD
XR2,Russia and Commonwealth of Independent States,tt0421073,Street Kings,2008,20000000,USD,1160779,USD
XA2,"South, East, and West Africa",tt0421073,Street Kings,2008,20000000,USD,349642,USD
XC4,Central America,tt0421073,Street Kings,2008,20000000,USD,173703,USD
XT2,Lesser Antilles,tt0421073,Street Kings,2008,20000000,USD,46820,USD
XKN,East Africa,tt0421073,Street Kings,2008,20000000,USD,43325,USD
XWW,World-wide,tt0858486,Battle for Terra,2007,0,NULL,6195553,USD
XNDOM,International,tt0858486,Battle for Terra,2007,0,NULL,4548470,USD
XR2,Russia and Commonwealth of Independent States,tt0858486,Battle for Terra,2007,0,NULL,707108,USD
XWW,World-wide,tt0489237,The Nanny Diaries,2007,20000000,USD,47817020,USD
XNDOM,International,tt0489237,The Nanny Diaries,2007,20000000,USD,21886368,USD
XR2,Russia and Commonwealth of Independent States,tt0489237,The Nanny Diaries,2007,20000000,USD,1396126,USD
XWW,World-wide,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,301913131,USD
XNDOM,International,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,169991393,USD
XR2,Russia and Commonwealth of Independent States,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,3691836,USD
XA2,"South, East, and West Africa",tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,1763121,USD
XC4,Central America,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,1548668,USD
XT2,Lesser Antilles,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,330929,USD
XC3,Czech Republic and Slovakia,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,185431,USD
XKN,East Africa,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,130000000,USD,101186,USD
XWW,World-wide,tt0448134,Sunshine,2007,26000000,GBP,34806812,USD
XNDOM,International,tt0448134,Sunshine,2007,26000000,GBP,31131059,USD
XR2,Russia and Commonwealth of Independent States,tt0448134,Sunshine,2007,26000000,GBP,1033867,USD
XC3,Czech Republic and Slovakia,tt0448134,Sunshine,2007,26000000,GBP,192948,USD
XC4,Central America,tt0448134,Sunshine,2007,26000000,GBP,41264,USD
XT2,Lesser Antilles,tt0448134,Sunshine,2007,26000000,GBP,7173,USD
XWW,World-wide,tt0453556,TMNT,2007,34000000,USD,95802916,USD
XNDOM,International,tt0453556,TMNT,2007,34000000,USD,41653818,USD
XR2,Russia and Commonwealth of Independent States,tt0453556,TMNT,2007,34000000,USD,3139674,USD
XWW,World-wide,tt0449061,London,2005,14000,GBP,20361,USD
XWW,World-wide,tt0120667,Fantastic Four,2005,100000000,USD,333535934,USD
XNDOM,International,tt0120667,Fantastic Four,2005,100000000,USD,178839854,USD
XR2,Russia and Commonwealth of Independent States,tt0120667,Fantastic Four,2005,100000000,USD,2189333,USD
XCN,Central America+,tt0120667,Fantastic Four,2005,100000000,USD,1735131,USD
XT2,Lesser Antilles,tt0120667,Fantastic Four,2005,100000000,USD,258819,USD
XWW,World-wide,tt0401420,Fierce People,2005,0,NULL,269755,USD
XNDOM,International,tt0401420,Fierce People,2005,0,NULL,184345,USD
XR2,Russia and Commonwealth of Independent States,tt0401420,Fierce People,2005,0,NULL,56289,USD
XWW,World-wide,tt0337921,Cellular,2004,25000000,USD,57678321,USD
XNDOM,International,tt0337921,Cellular,2004,25000000,USD,25674701,USD
XR2,Russia and Commonwealth of Independent States,tt0337921,Cellular,2004,25000000,USD,817868,USD
XCN,Central America+,tt0337921,Cellular,2004,25000000,USD,227122,USD
XB2,Baltic States,tt0337921,Cellular,2004,25000000,USD,90794,USD
XWW,World-wide,tt0314498,The Perfect Score,2004,40000000,USD,10898337,USD
XNDOM,International,tt0314498,The Perfect Score,2004,40000000,USD,507334,USD
XM7,Middle East including United Arab Emirates,tt0314498,The Perfect Score,2004,40000000,USD,79635,USD
XWW,World-wide,tt0277371,Not Another Teen Movie,2001,15000000,USD,66468985,USD
XNDOM,International,tt0277371,Not Another Teen Movie,2001,15000000,USD,28216701,USD
XWW,World-wide,tt9777666,The Tomorrow War,2021,200000000,USD,14400000,USD
XNDOM,International,tt9777666,The Tomorrow War,2021,200000000,USD,14400000,USD
XWW,World-wide,tt7146812,Onward,2020,175000000,USD,141940042,USD
XNDOM,International,tt7146812,Onward,2020,175000000,USD,80384897,USD
XR2,Russia and Commonwealth of Independent States,tt7146812,Onward,2020,175000000,USD,5583523,USD
XWW,World-wide,tt4975920,The Kid,2019,8000000,USD,1561698,USD
XNDOM,International,tt4975920,The Kid,2019,8000000,USD,53105,USD
XR2,Russia and Commonwealth of Independent States,tt4975920,The Kid,2019,8000000,USD,14943,USD
XWW,World-wide,tt3513498,The Lego Movie 2: The Second Part,2019,99000000,USD,192456290,USD
XNDOM,International,tt3513498,The Lego Movie 2: The Second Part,2019,99000000,USD,86500000,USD
XR2,Russia and Commonwealth of Independent States,tt3513498,The Lego Movie 2: The Second Part,2019,99000000,USD,3300000,USD
XWW,World-wide,tt4881806,Jurassic World: Fallen Kingdom,2018,170000000,USD,1310466296,USD
XNDOM,International,tt4881806,Jurassic World: Fallen Kingdom,2018,170000000,USD,892746536,USD
XR2,Russia and Commonwealth of Independent States,tt4881806,Jurassic World: Fallen Kingdom,2018,170000000,USD,19462038,USD
XWW,World-wide,tt3896198,Guardians of the Galaxy Vol. 2,2017,200000000,USD,863756051,USD
XNDOM,International,tt3896198,Guardians of the Galaxy Vol. 2,2017,200000000,USD,473942950,USD
XR2,Russia and Commonwealth of Independent States,tt3896198,Guardians of the Galaxy Vol. 2,2017,200000000,USD,27881604,USD
XWW,World-wide,tt1355644,Passengers,2016,110000000,USD,303144152,USD
XNDOM,International,tt1355644,Passengers,2016,110000000,USD,203129453,USD
XR2,Russia and Commonwealth of Independent States,tt1355644,Passengers,2016,110000000,USD,17343776,USD
XWW,World-wide,tt2404435,The Magnificent Seven,2016,90000000,USD,162360636,USD
XNDOM,International,tt2404435,The Magnificent Seven,2016,90000000,USD,68927981,USD
XR2,Russia and Commonwealth of Independent States,tt2404435,The Magnificent Seven,2016,90000000,USD,3441114,USD
XWW,World-wide,tt3614530,Jem and the Holograms,2015,5000000,USD,2333684,USD
XNDOM,International,tt3614530,Jem and the Holograms,2015,5000000,USD,149044,USD
XWW,World-wide,tt0369610,Jurassic World,2015,150000000,USD,1671537444,USD
XNDOM,International,tt0369610,Jurassic World,2015,150000000,USD,1018130819,USD
XR2,Russia and Commonwealth of Independent States,tt0369610,Jurassic World,2015,150000000,USD,23420356,USD
XWW,World-wide,tt2015381,Guardians of the Galaxy,2014,170000000,USD,773350147,USD
XNDOM,International,tt2015381,Guardians of the Galaxy,2014,170000000,USD,439631547,USD
XR2,Russia and Commonwealth of Independent States,tt2015381,Guardians of the Galaxy,2014,170000000,USD,23530885,USD
XKN,East Africa,tt2015381,Guardians of the Galaxy,2014,170000000,USD,153454,USD
XWW,World-wide,tt1490017,The Lego Movie,2014,60000000,USD,468266122,USD
XNDOM,International,tt1490017,The Lego Movie,2014,60000000,USD,210300000,USD
XR2,Russia and Commonwealth of Independent States,tt1490017,The Lego Movie,2014,60000000,USD,6108299,USD
XKN,East Africa,tt1490017,The Lego Movie,2014,60000000,USD,35883,USD
XWW,World-wide,tt2387559,Delivery Man,2013,26000000,USD,53120346,USD
XNDOM,International,tt2387559,Delivery Man,2013,26000000,USD,22456240,USD
XR2,Russia and Commonwealth of Independent States,tt2387559,Delivery Man,2013,26000000,USD,2874407,USD
XKN,East Africa,tt2387559,Delivery Man,2013,26000000,USD,5661,USD
XWW,World-wide,tt1798709,Her,2013,23000000,USD,48517427,USD
XNDOM,International,tt1798709,Her,2013,23000000,USD,22949176,USD
XWW,World-wide,tt1333125,Movie 43,2013,6000000,USD,32443111,USD
XNDOM,International,tt1333125,Movie 43,2013,6000000,USD,23602658,USD
XR2,Russia and Commonwealth of Independent States,tt1333125,Movie 43,2013,6000000,USD,8075585,USD
XWW,World-wide,tt1790885,Zero Dark Thirty,2012,40000000,USD,132820716,USD
XNDOM,International,tt1790885,Zero Dark Thirty,2012,40000000,USD,37100000,USD
XR2,Russia and Commonwealth of Independent States,tt1790885,Zero Dark Thirty,2012,40000000,USD,282608,USD
XWW,World-wide,tt1195478,The Five-Year Engagement,2012,30000000,USD,54169363,USD
XNDOM,International,tt1195478,The Five-Year Engagement,2012,30000000,USD,25333835,USD
XR2,Russia and Commonwealth of Independent States,tt1195478,The Five-Year Engagement,2012,30000000,USD,772370,USD
XWW,World-wide,tt1715873,10 Years,2011,0,NULL,285984,USD
XNDOM,International,tt1715873,10 Years,2011,0,NULL,82611,USD
XR2,Russia and Commonwealth of Independent States,tt1715873,10 Years,2011,0,NULL,35435,USD
XWW,World-wide,tt1210166,Moneyball,2011,50000000,USD,110206216,USD
XNDOM,International,tt1210166,Moneyball,2011,50000000,USD,34600724,USD
XR2,Russia and Commonwealth of Independent States,tt1210166,Moneyball,2011,50000000,USD,1053559,USD
XKN,East Africa,tt1210166,Moneyball,2011,50000000,USD,9829,USD
XWW,World-wide,tt0810922,Take Me Home Tonight,2011,23000000,USD,7550073,USD
XNDOM,International,tt0810922,Take Me Home Tonight,2011,23000000,USD,622005,USD
XWW,World-wide,tt1131734,Jennifer's Body,2009,16000000,USD,31556061,USD
XNDOM,International,tt1131734,Jennifer's Body,2009,16000000,USD,15351268,USD
XR2,Russia and Commonwealth of Independent States,tt1131734,Jennifer's Body,2009,16000000,USD,1326525,USD
XWW,World-wide,tt0901476,Bride Wars,2009,30000000,USD,115375850,USD
XNDOM,International,tt0901476,Bride Wars,2009,30000000,USD,56660340,USD
XR2,Russia and Commonwealth of Independent States,tt0901476,Bride Wars,2009,30000000,USD,3633158,USD
XC4,Central America,tt0901476,Bride Wars,2009,30000000,USD,449072,USD
XGC,Greece and Cyprus,tt0901476,Bride Wars,2009,30000000,USD,271800,USD
XEW,East and West Africa,tt0901476,Bride Wars,2009,30000000,USD,97777,USD
XT2,Lesser Antilles,tt0901476,Bride Wars,2009,30000000,USD,96219,USD
XKN,East Africa,tt0901476,Bride Wars,2009,30000000,USD,49279,USD
XWW,World-wide,tt0493464,Wanted,2008,75000000,USD,342463063,USD
XNDOM,International,tt0493464,Wanted,2008,75000000,USD,207954512,USD
XR2,Russia and Commonwealth of Independent States,tt0493464,Wanted,2008,75000000,USD,26388590,USD
XMO,Miscellaneous Middle East,tt0493464,Wanted,2008,75000000,USD,1312335,USD
XA3,South Africa and Nigeria,tt0493464,Wanted,2008,75000000,USD,1172395,USD
XCN,Central America+,tt0493464,Wanted,2008,75000000,USD,947797,USD
XC3,Czech Republic and Slovakia,tt0493464,Wanted,2008,75000000,USD,712209,USD
XT2,Lesser Antilles,tt0493464,Wanted,2008,75000000,USD,183549,USD
XKN,East Africa,tt0493464,Wanted,2008,75000000,USD,91141,USD
NA,NA,tt0800268,Wieners,2008,8000000,USD,NA,NA
XWW,World-wide,tt0369994,Strangers with Candy,2005,3500000,USD,2254124,USD
XNDOM,International,tt0369994,Strangers with Candy,2005,3500000,USD,181479,USD
XR2,Russia and Commonwealth of Independent States,tt0369994,Strangers with Candy,2005,3500000,USD,166912,USD
XWW,World-wide,tt4575576,Christopher Robin,2018,75000000,USD,197744377,USD
XNDOM,International,tt4575576,Christopher Robin,2018,75000000,USD,98529335,USD
XR2,Russia and Commonwealth of Independent States,tt4575576,Christopher Robin,2018,75000000,USD,4170294,USD
XWW,World-wide,tt4513678,Ghostbusters: Afterlife,2021,75000000,USD,197360575,USD
XNDOM,International,tt4513678,Ghostbusters: Afterlife,2021,75000000,USD,68000000,USD
XR2,Russia and Commonwealth of Independent States,tt4513678,Ghostbusters: Afterlife,2021,75000000,USD,3854367,USD
XWW,World-wide,tt5095030,Ant-Man and the Wasp,2018,162000000,USD,622674139,USD
XNDOM,International,tt5095030,Ant-Man and the Wasp,2018,162000000,USD,406025399,USD
XR2,Russia and Commonwealth of Independent States,tt5095030,Ant-Man and the Wasp,2018,162000000,USD,13024266,USD
XNDOM,International,tt5460880,Ideal Home,2018,10000000,USD,147784,USD
XWW,World-wide,tt5460880,Ideal Home,2018,10000000,USD,147784,USD
XWW,World-wide,tt4602066,The Catcher Was a Spy,2018,14000000,USD,953953,USD
XNDOM,International,tt4602066,The Catcher Was a Spy,2018,14000000,USD,228730,USD
XR2,Russia and Commonwealth of Independent States,tt4602066,The Catcher Was a Spy,2018,14000000,USD,71483,USD
XNDOM,International,tt5829040,Fun Mom Dinner,2017,0,NULL,332886,USD
XWW,World-wide,tt5829040,Fun Mom Dinner,2017,0,NULL,332886,USD
XWW,World-wide,tt1754656,The Little Prince,2015,81200000,USD,97571250,USD
XNDOM,International,tt1754656,The Little Prince,2015,81200000,USD,96232098,USD
XR2,Russia and Commonwealth of Independent States,tt1754656,The Little Prince,2015,81200000,USD,2953442,USD
XWW,World-wide,tt1229340,Anchorman 2: The Legend Continues,2013,50000000,USD,173649931,USD
XNDOM,International,tt1229340,Anchorman 2: The Legend Continues,2013,50000000,USD,46297224,USD
XKN,East Africa,tt1229340,Anchorman 2: The Legend Continues,2013,50000000,USD,916,USD
XWW,World-wide,tt1245492,This Is the End,2013,32000000,USD,126041322,USD
