actor_name,category,title,year,release_date,type,MCU,budget_USD,budget_scaled,World_Wide,International,Domestic,award_mcu,award_name,award_category,event_name,winner,color_id
Samuel L. Jackson,actor,The Exorcist III,1990,1990-08-17,Movie,Non-MCU,NA,3,39024251,12925427,26098824,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Mo' Better Blues,1990,1990-08-03,Movie,Non-MCU,10000000,3.140200987803309,16153593,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Betsy's Wedding,1990,1990-06-22,Movie,Non-MCU,NA,3,19740070,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,A Shock to the System,1990,1990-03-23,Movie,Non-MCU,12000000,3.168292311573232,3417056,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Def by Temptation,1990,1990-03-23,Movie,Non-MCU,NA,3,2218579,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Adam Project,2022,2022-03-11,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Vivo,2021,2021-08-06,Movie,Non-MCU,NA,3,304200,304200,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Vampires vs. the Bronx,2020,2020-10-02,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Zoe Saldana,actress,Missing Link,2019,2019-04-12,Movie,Non-MCU,100000000,4.404310557449847,26565710,9916171,16649539,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Zoe Saldana,actress,My Little Pony: The Movie,2017,2017-10-06,Movie,Non-MCU,6500000,3.091041171205944,60330833,38445726,21885107,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,I Kill Giants,2018,2018-03-23,Movie,Non-MCU,15100000,3.211833863416613,342558,342558,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Guardians of the Galaxy Vol. 2,2017,2017-05-05,Movie,MCU,200000000,5.808876745946001,863756051,473942950,389813101,MCU,NA,NA,NA,NA,#233f92
Zoe Saldana,actress,Live by Night,2017,2017-01-13,Movie,Non-MCU,108000000,4.51667585252954,22678555,12300000,10378555,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Star Trek Beyond,2016,2016-07-22,Movie,Non-MCU,185000000,5.5981918176715775,343471816,184623476,158848340,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Nina,2016,2016-04-22,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Book of Life,2014,2014-10-17,Movie,Non-MCU,50000000,3.7020274632017705,99783556,49632013,50151543,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Guardians of the Galaxy,2014,2014-08-01,Movie,MCU,170000000,5.387506889397155,773350147,439631547,333718600,MCU,NA,NA,NA,NA,#233f92
Zoe Saldana,actress,Infinitely Polar Bear,2015,2015-06-19,Movie,Non-MCU,6700000,3.093850303582936,1824678,394023,1430655,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Out of the Furnace,2013,2013-12-06,Movie,Non-MCU,22000000,3.3087489304228477,15661554,4330705,11330849,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Blood Ties,2014,2014-03-15,Movie,Non-MCU,25500000,3.357908747020213,2566435,2523963,42472,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Star Trek Into Darkness,2013,2013-05-16,Movie,Non-MCU,190000000,5.668420127096385,467365246,238586585,228778661,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Words,2012,2012-09-07,Movie,Non-MCU,6000000,3.084018340263463,15950164,4455326,11494838,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Colombiana,2011,2011-08-26,Movie,Non-MCU,40000000,3.561570844352155,71508440,34842586,36665854,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Takers,2010,2010-08-27,Movie,Non-MCU,32000000,3.4492055492724627,80205382,22460662,57744720,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Burning Palms,2010,2010-04-23,Movie,Non-MCU,5000000,3.0699726783785013,3271,3271,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Losers,2010,2010-04-23,Movie,Non-MCU,25000000,3.3508859160777322,29397654,5806222,23591432,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Death at a Funeral,2010,2010-04-16,Movie,Non-MCU,21000000,3.294703268537886,49050886,6311539,42739347,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Avatar,2009,2009-12-18,Movie,Non-MCU,237000000,6.3285662356895775,2847379794,2086872169,760507625,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Star Trek,2009,2009-05-08,Movie,Non-MCU,150000000,5.106593651697924,385680446,127950427,257730019,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Skeptic,2009,2009-03-28,Movie,Non-MCU,NA,3,205585,198914,6671,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Vantage Point,2008,2008-02-22,Movie,Non-MCU,40000000,3.561570844352155,152039882,79773576,72266306,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Blackout,2008,2008-02-05,Movie,Non-MCU,NA,3,811833,811833,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,After Sex,2008,2008-02-19,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Heart Specialist,2011,2011-01-14,Movie,Non-MCU,NA,3,1103037,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Premium,2006,2006-03-06,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Dirty Deeds,2005,2005-08-26,Movie,Non-MCU,NA,3,146490,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Guess Who,2005,2005-03-25,Movie,Non-MCU,35000000,3.4913425349273473,103121466,34205578,68915888,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Constellation,2007,2007-02-02,Movie,Non-MCU,7200000,3.1008731345254166,306533,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Temptation,2004,2004-09-27,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Haven,2006,2006-09-15,Movie,Non-MCU,NA,3,197312,54829,142483,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,The Terminal,2004,2004-06-18,Movie,Non-MCU,60000000,3.842484082051386,219100084,141227201,77872883,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Pirates of the Caribbean: The Curse of the Black Pearl,2003,2003-07-09,Movie,Non-MCU,140000000,4.966137032848309,654264015,348850097,305413918,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Drumline,2002,2002-12-13,Movie,Non-MCU,20000000,3.2806576066529245,57588485,1189301,56399184,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Crossroads,2002,2002-02-15,Movie,Non-MCU,12000000,3.168292311573232,61141030,23949726,37191304,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Snipes,2002,2002-09-04,Movie,Non-MCU,NA,3,70569,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Get Over It,2001,2001-03-09,Movie,Non-MCU,22000000,3.3087489304228477,19900366,8323902,11576464,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zoe Saldana,actress,Center Stage,2000,2000-05-12,Movie,Non-MCU,29000000,3.407068563617578,26385941,9185016,17200925,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Michael Douglas,actor,Animal World,2018,2018-06-29,Movie,Non-MCU,NA,3,74922830,74922830,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Ant-Man and the Wasp,2018,2018-07-06,Movie,MCU,162000000,5.275141594317462,622674139,406025399,216648740,MCU,NA,NA,NA,NA,#233f92
Michael Douglas,actor,Unlocked,2017,2017-09-01,Movie,Non-MCU,NA,3,4699125,4699125,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Ant-Man,2015,2015-07-17,Movie,MCU,130000000,4.825680413998693,519311965,339109802,180202163,MCU,NA,NA,NA,NA,#233f92
Michael Douglas,actor,Beyond the Reach,2015,2015-04-17,Movie,Non-MCU,NA,3,1100432,1054537,45895,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,And So It Goes,2014,2014-07-25,Movie,Non-MCU,18000000,3.2525662828830013,25419147,10258346,15160801,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Last Vegas,2013,2013-11-01,Movie,Non-MCU,28000000,3.393022901732617,134409025,70494858,63914167,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Behind The Candelabra,2013,2013-05-26,Movie,Non-MCU,23000000,3.322794592307809,13352609,13352609,0,Academy Award Winner,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,Primetime Emmy Awards,Winner,#d2352b
Michael Douglas,actor,Haywire,2012,2012-01-20,Movie,Non-MCU,23000000,3.322794592307809,34513760,15571364,18942396,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Wall Street: Money Never Sleeps,2010,2010-09-24,Movie,Non-MCU,70000000,3.982940700901001,134748021,82273405,52474616,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Solitary Man,2010,2010-06-25,Movie,Non-MCU,15000000,3.2104292972281168,5682554,1322006,4360548,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Beyond a Reasonable Doubt,2009,2009-09-11,Movie,Non-MCU,25000000,3.3508859160777322,4515258,4482341,32917,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Ghosts of Girlfriends Past,2009,2009-05-01,Movie,Non-MCU,37500000,3.526456689639751,102366815,47116789,55250026,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,King of California,2007,2007-01-24,Movie,Non-MCU,10000000,3.140200987803309,1045786,777325,268461,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,"You, Me and Dupree",2006,2006-07-14,Movie,Non-MCU,54000000,3.758210110741617,130628903,55000793,75628110,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,The Sentinel,2006,2006-04-21,Movie,Non-MCU,60000000,3.842484082051386,78810595,42529898,36280697,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,The In-Laws,2003,2003-05-23,Movie,Non-MCU,40000000,3.561570844352155,26891849,6438418,20453431,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,It Runs in the Family,2003,2003-04-25,Movie,Non-MCU,NA,3,8211508,719669,7491839,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Don't Say a Word,2001,2001-09-28,Movie,Non-MCU,50000000,3.7020274632017705,100020092,45018450,55001642,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,One Night at McCool's,2001,2001-04-27,Movie,Non-MCU,18000000,3.2525662828830013,13578186,7287513,6290673,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Traffic,2001,2001-01-05,Movie,Non-MCU,48000000,3.6739361394318473,207515725,83400000,124115725,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Wonder Boys,2000,2000-02-25,Movie,Non-MCU,55000000,3.772255772626578,33426588,14033031,19393557,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,A Perfect Murder,1998,1998-06-05,Movie,Non-MCU,60000000,3.842484082051386,128038368,60400000,67638368,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,The Game,1997,1997-09-12,Movie,Non-MCU,50000000,3.7020274632017705,109423648,61100000,48323648,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,The Ghost and the Darkness,1996,1996-10-11,Movie,Non-MCU,55000000,3.772255772626578,38619405,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,The American President,1995,1995-11-17,Movie,Non-MCU,62000000,3.8705754058213087,107879496,47800000,60079496,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Disclosure,1994,1994-12-09,Movie,Non-MCU,55000000,3.772255772626578,214015089,131000000,83015089,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Falling Down,1993,1993-02-26,Movie,Non-MCU,25000000,3.3508859160777322,40903593,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Basic Instinct,1992,1992-03-20,Movie,Non-MCU,49000000,3.687981801316809,352927224,235200000,117727224,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael Douglas,actor,Shining Through,1992,1992-01-31,Movie,Non-MCU,NA,3,43838238,22204457,21633781,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,South of Heaven,2021,2021-10-08,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Crisis,2021,2021-02-26,Movie,Non-MCU,NA,3,1099426,694688,404738,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Evangeline Lilly,actress,Ant-Man and the Wasp,2018,2018-07-06,Movie,MCU,162000000,5.275141594317462,622674139,406025399,216648740,MCU,NA,NA,NA,NA,#233f92
Evangeline Lilly,actress,Little Evil,2017,2017-09-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Ant-Man,2015,2015-07-17,Movie,MCU,130000000,4.825680413998693,519311965,339109802,180202163,MCU,NA,NA,NA,NA,#233f92
Evangeline Lilly,actress,The Hobbit: The Battle of the Five Armies,2014,2014-12-17,Movie,Non-MCU,250000000,6.511159840194077,962201338,707063077,255138261,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,The Hobbit: The Desolation of Smaug,2013,2013-12-13,Movie,Non-MCU,225000000,6.1600182930700385,959027992,700640658,258387334,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Real Steel,2011,2011-10-07,Movie,Non-MCU,110000000,4.544767176299462,299268508,213800000,85468508,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Afterwards,2009,2009-10-27,Movie,Non-MCU,15400000,3.2160475619821014,3862534,3862534,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,The Hurt Locker,2009,2009-07-31,Movie,Non-MCU,15000000,3.2104292972281168,49259766,32241955,17017811,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,The Long Weekend,2006,2006-06-09,Movie,Non-MCU,NA,3,3540754,3539468,1286,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,White Chicks,2004,2004-06-23,Movie,Non-MCU,37000000,3.5194338586972704,113100873,42269113,70831760,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Freddy vs. Jason,2003,2003-08-15,Movie,Non-MCU,30000000,3.4211142255025395,116643421,34009973,82633448,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,The Lizzie McGuire Movie,2003,2003-05-02,Movie,Non-MCU,17000000,3.23852062099804,55534455,12800000,42734455,Non-MCU,NA,NA,NA,NA,#C4D6FA
Evangeline Lilly,actress,Stealing Sinatra,2003,2003-01-24,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,A Journal for Jordan,2021,2021-12-25,Movie,Non-MCU,NA,3,6682648,137474,6545174,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Space Jam: A New Legacy,2021,2021-07-15,Movie,Non-MCU,150000000,5.106593651697924,162892228,92300000,70592228,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Without Remorse,2021,2021-04-30,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Just Mercy,2020,2020-01-10,Movie,Non-MCU,25000000,3.3508859160777322,50401502,14400000,36001502,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Creed II,2018,2018-11-21,Movie,Non-MCU,50000000,3.7020274632017705,214215889,98500000,115715889,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Kin,2018,2018-08-31,Movie,Non-MCU,30000000,3.4211142255025395,10313019,4594923,5718096,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Fahrenheit 451,2018,2018-05-19,Movie,Non-MCU,NA,3,NA,NA,NA,Academy Award Nominee,Primetime Emmy,Outstanding Television Movie,Primetime Emmy Awards,Nominated,#f1c2ae
Michael B. Jordan,actor,Black Panther,2018,2018-02-16,Movie,MCU,200000000,5.808876745946001,1347597973,647171407,700426566,MCU,NA,NA,NA,NA,#233f92
Michael B. Jordan,actor,Creed,2015,2015-11-25,Movie,Non-MCU,35000000,3.4913425349273473,173578883,63800000,109778883,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Fantastic Four,2015,2015-08-07,Movie,Non-MCU,120000000,4.685223795149078,167882881,111765333,56117548,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,That Awkward Moment,2014,2014-01-31,Movie,Non-MCU,8000000,3.112109664033386,45640143,19571188,26068955,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Fruitvale Station,2013,2013-07-26,Movie,Non-MCU,900000,3.012385464650159,17385830,1284491,16101339,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Hotel Noir,2012,2012-09-27,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Chronicle,2012,2012-02-03,Movie,Non-MCU,12000000,3.168292311573232,126636097,62060922,64575175,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Red Tails,2012,2012-01-20,Movie,Non-MCU,58000000,3.8143927582814627,50365498,489121,49876377,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Pastor Brown,2009,2009-06-26,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Blackout,2008,2008-02-05,Movie,Non-MCU,NA,3,811833,811833,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Hardball,2001,2001-09-14,Movie,Non-MCU,32000000,3.4492055492724627,44102389,3879660,40222729,Non-MCU,NA,NA,NA,NA,#C4D6FA
Michael B. Jordan,actor,Black & White,2000,2000-04-05,Movie,Non-MCU,12000000,3.168292311573232,5541431,264132,5277299,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,Black Widow,2021,2021-07-09,Movie,MCU,200000000,5.808876745946001,379751655,196100000,183651655,MCU,NA,NA,NA,NA,#233f92
Florence Pugh,actress,Little Women,2019,2019-12-25,Movie,Non-MCU,40000000,3.561570844352155,216601214,108500000,108101214,Academy Award Nominee,Oscar,Best Performance by an Actress in a Supporting Role,"Academy Awards, USA",Nominated,#f1c2ae
Florence Pugh,actress,Midsommar,2019,2019-07-03,Movie,Non-MCU,9000000,3.1261553259183477,47967636,20541275,27426361,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,Fighting with My Family,2019,2019-02-22,Movie,Non-MCU,11000000,3.1542466496882704,40812363,17853477,22958886,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,Malevolent,2018,2018-10-05,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,Outlaw King,2018,2018-11-09,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,The Commuter,2018,2018-01-12,Movie,Non-MCU,30000000,3.4211142255025395,119942387,83598529,36343858,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,Lady Macbeth,2017,2017-07-14,Movie,Non-MCU,650000,3.0088740491789188,5401447,4272039,1129408,Non-MCU,NA,NA,NA,NA,#C4D6FA
Florence Pugh,actress,The Falling,2015,2015-08-07,Movie,Non-MCU,975000,3.0134388892915314,569498,569498,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,The Bad Guys,2022,2022-04-22,Movie,Non-MCU,NA,3,40309000,40309000,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Swan Song,2021,2021-12-17,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,Movie,MCU,200000000,5.808876745946001,432243292,207700000,224543292,MCU,NA,NA,NA,NA,#233f92
Awkwafina,actress,Raya and the Last Dragon,2021,2021-03-05,Movie,Non-MCU,NA,3,130423032,75700000,54723032,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Breaking News in Yuba County,2021,2021-02-12,Movie,Non-MCU,NA,3,187443,187443,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,The SpongeBob Movie: Sponge on the Run,2021,2021-03-04,Movie,Non-MCU,60000000,3.842484082051386,4810790,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Jumanji: The Next Level,2019,2019-12-13,Movie,Non-MCU,125000000,4.755452104573886,800059707,479744747,320314960,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Between Two Ferns: The Movie,2019,2019-09-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,The Angry Birds Movie 2,2019,2019-08-14,Movie,Non-MCU,65000000,3.9127123914761937,147792047,106124931,41667116,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Paradise Hills,2019,2019-10-25,Movie,Non-MCU,6480000,3.0907602579682445,414515,414515,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,The Farewell,2019,2019-08-09,Movie,Non-MCU,NA,3,23076657,5380876,17695781,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Crazy Rich Asians,2018,2018-08-15,Movie,Non-MCU,30000000,3.4211142255025395,238843729,64006277,174837452,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Ocean's Eight,2018,2018-06-08,Movie,Non-MCU,70000000,3.982940700901001,297795726,157500000,140295726,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Dude,2018,2018-04-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Storks,2016,2016-09-23,Movie,Non-MCU,70000000,3.982940700901001,183510278,110709675,72800603,Non-MCU,NA,NA,NA,NA,#C4D6FA
Awkwafina,actress,Neighbors 2: Sorority Rising,2016,2016-05-20,Movie,Non-MCU,35000000,3.4913425349273473,108007109,52551344,55455765,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Eternals,2021,2021-11-05,Movie,MCU,200000000,5.808876745946001,402064899,237194665,164870234,MCU,NA,NA,NA,NA,#233f92
Richard Madden,actor,1917,2020,2020-01-10,Movie,Non-MCU,95000000,4.334082248025039,384919389,225691745,159227644,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Rocketman,2019,2019-05-31,Movie,Non-MCU,40000000,3.561570844352155,195320400,98952240,96368160,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Ibiza,2018,2018-05-25,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Branagh Theatre Live: Romeo and Juliet,2016,2016-11-18,Movie,Non-MCU,NA,3,1191021,1191021,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,The Take,2016,2016-11-18,Movie,Non-MCU,20000000,3.2806576066529245,14857808,14807539,50269,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Cinderella,2015,2015-03-13,Movie,Non-MCU,95000000,4.334082248025039,542358331,341206978,201151353,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,A Promise,2014,2014-04-18,Movie,Non-MCU,NA,3,491204,491204,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Richard Madden,actor,Chatroom,2010,2010-08-11,Movie,Non-MCU,NA,3,683912,683912,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,Spider-Man: No Way Home,2021,2021-12-17,Movie,MCU,200000000,5.808876745946001,1891869434,1088000000,803869434,MCU,NA,NA,NA,NA,#233f92
Zendaya,actress,Dune,2021,2021-10-22,Movie,Non-MCU,165000000,5.317278579972347,400671789,292343959,108327830,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,Space Jam: A New Legacy,2021,2021-07-15,Movie,Non-MCU,150000000,5.106593651697924,162892228,92300000,70592228,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,Malcolm & Marie,2021,2021-02-05,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,Spider-Man: Far from Home,2019,2019-07-02,Movie,MCU,160000000,5.24705027054754,1131927996,741395911,390532085,MCU,NA,NA,NA,NA,#233f92
Zendaya,actress,Smallfoot,2018,2018-09-28,Movie,Non-MCU,80000000,4.123397319750616,214115531,130800000,83315531,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,Duck Duck Goose,2018,2018-07-20,Movie,Non-MCU,NA,3,19777960,19777960,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Zendaya,actress,The Greatest Showman,2017,2017-12-20,Movie,Non-MCU,84000000,4.179579967290462,436949634,262609460,174340174,Non-MCU,NA,NA,NA,NA,#C4D6FA
